FID,OCEAN_REGION,COUNTRY,LOCATION,SITE_NAME,LATITUDE,LONGITUDE,DAY,MONTH,YEAR,MONTHS_SINCE_PEAK,MAX_DEPTH_m,DEPTH_RAW,SEVERITY_CODE,%_BLEACHED,%_BLEACHED_RAW,MORTALITY_CODE,%_MORTALITY,%_MORTALITY_RAW,SURVEY_TYPE,OTHER_DRIVERS,SOURCE,CITATION,COMMENTS,DATABASE_CODE,INTERNAL DATA -->,ENTRY_CODE,MAP_CODE,LAT_CORRECTED,LON_CORRECTED,LAND,QC_CODE,CRW DATA -->,CRW_ID,CRW REGION,CRW REG VIRTUAL STATION NAME,CRW REG VIRTUAL STATION #,MIDPOINT_OF_BLEACH_RANGE_%,MIDPOINT_OF_MORT_RANGE_%,CRW MORTALITY TIME ADJUST,CRW OBS TIMING,CRW DHW TO USE,CRW DAILY DHW,CRW ANNUAL MAX DHW,CRW DHW OFFSET,QA CODE,CRW ANN MAX DHW 2014,CRW ANN MAX DHW 2015,CRW ANN MAX DHW 2016,CRW ANN MAX DHW 2017,DATETIME,DHW,MAX_DHW,DATE_MAX_DHW,DAYS_FROM_MAX_DHW,MAX_ANNUAL_DHW,DATE_OF_MAX_DHW,IS_BEST_REPORT,spatial_cluster
359,Caribbean,United States,Gulf of Mexico,Stetson Bank,28.1647671391,-94.2982826186,11,10,1993,,33.5,21-33.5m,Mild,0.01058148148148148,0.01058148148148148,-1,,,Repetitive Photostations,,FGBNMS,,Millepora alcicornis domiant coral. ,4,,,,28.1648,-94.2983,No,AA,,,,,,,,,,,,,,,,,,,1993-10-11,1.17,,,60,1.17,1993-08-12,True,US_continent
496,Caribbean,United States,Gulf of Mexico,Stetson Bank,28.1647671391,-94.2982826186,8,10,1995,,33.5,21-33.5m,Mild,0.08158653846153846,0.08158653846153846,-1,,,Repetitive Photostations,,FGBNMS,,Millepora alcicornis domiant coral. ,4,,,,28.1648,-94.2983,No,AA,,,,,,,,,,,,,,,,,,,1995-10-08,2.77,,,16,2.77,1995-09-22,True,US_continent
28545,Indian Ocean,France (Indian Ocean),Saint Gilles,"NA, WP271",-21.098348,55.234047,1,4,2016,,1,,None,,None_(<1),0,0.005,<1%,In-situ,,"CORDIO database, Nicet JB, BECOMING PROJECT, Nicet JB, BECOMING PROJECT, Nicet JB, BECOMING PROJECT ",,,4,,,,-21.098348,55.234047,No,AAAA,,RU_9,IM,"Tromelin and Reunion, France",190.0,0.0,0.0,0.0,1.0,8.65,8.65,8.65,0.0,2.0,2.79,0.98,8.65,,2016-04-01,8.65,,,5,8.65,2016-03-27,True,France_Reunion
28546,Indian Ocean,France (Indian Ocean),Saint Gilles,"NA, B5C",-21.09873,55.23425,1,4,2016,,1,,None,,None_(<1),0,0.005,<1%,In-situ,,"CORDIO database, Nicet JB, BECOMING PROJECT, Nicet JB, BECOMING PROJECT, Nicet JB, BECOMING PROJECT sibylle@chumbeisland.com",,,4,,,,-21.09873,55.23425,No,AAAA,,RU_8,IM,"Tromelin and Reunion, France",190.0,0.0,0.0,0.0,1.0,8.65,8.65,8.65,0.0,2.0,2.79,0.98,8.65,,2016-04-01,8.65,,,5,8.65,2016-03-27,True,France_Reunion
28547,Indian Ocean,France (Indian Ocean),Saint Gilles,"NA, B3",-21.10269,55.24257,1,4,2016,,1,,None,,None_(<1),0,0.005,<1%,In-situ,,"CORDIO database, Nicet JB, BECOMING PROJECT, Nicet JB, BECOMING PROJECT, Nicet JB, BECOMING PROJECT ",,,4,,,,-21.10269,55.24257,No,AAAA,,RU_5,IM,"Tromelin and Reunion, France",190.0,0.0,0.0,0.0,1.0,8.26,8.26,8.26,0.0,2.0,2.94,0.94,8.26,,2016-04-01,8.26,,,5,8.26,2016-03-27,True,France_Reunion
28548,Indian Ocean,France (Indian Ocean),Saint Gilles,"NA, B13",-21.0785,55.21995,1,4,2016,,1,,Severe,0.95,Extreme_(>90),0,0.005,<1%,In-situ,,"CORDIO database, Nicet JB, BECOMING PROJECT, Nicet JB, BECOMING PROJECT, Nicet JB, BECOMING PROJECT ",,,4,,,,-21.0785,55.21995,No,AAAA,,RU_18,IM,"Tromelin and Reunion, France",190.0,95.5,0.0,0.0,1.0,8.65,8.65,8.65,0.0,2.0,2.79,0.98,8.65,,2016-04-01,8.65,,,5,8.65,2016-03-27,True,France_Reunion
28549,Indian Ocean,France (Indian Ocean),Saint Gilles,"NA, WP275",-21.061509,55.221297,1,4,2016,,1,,Severe,0.95,Extreme_(>90),0,0.005,<1%,In-situ,,"CORDIO database, Nicet JB, BECOMING PROJECT, Nicet JB, BECOMING PROJECT, Nicet JB, BECOMING PROJECT ",,,4,,,,-21.061509,55.221297,No,AAAA,,RU_23,IM,"Tromelin and Reunion, France",190.0,95.5,0.0,0.0,1.0,8.65,8.65,8.65,0.0,2.0,2.79,0.98,8.65,,2016-04-01,8.65,,,5,8.65,2016-03-27,True,France_Reunion
28550,Indian Ocean,France (Indian Ocean),Saint Gilles,"NA, WP273",-21.083926,55.224782,1,4,2016,,1,,Severe,0.95,Extreme_(>90),0,0.005,<1%,In-situ,,"CORDIO database, Nicet JB, BECOMING PROJECT, Nicet JB, BECOMING PROJECT, Nicet JB, BECOMING PROJECT ",,,4,,,,-21.083926,55.224782,No,AAAA,,RU_15,IM,"Tromelin and Reunion, France",190.0,95.5,0.0,0.0,1.0,8.65,8.65,8.65,0.0,2.0,2.79,0.98,8.65,,2016-04-01,8.65,,,5,8.65,2016-03-27,True,France_Reunion
28553,Indian Ocean,France (Indian Ocean),Saint Gilles,"NA, WP270",-21.101542,55.241513,1,4,2016,,1,,Severe,,High_(50-90),0,0.005,<1%,In-situ,,"CORDIO database, Nicet JB, BECOMING PROJECT, Nicet JB, BECOMING PROJECT, Nicet JB, BECOMING PROJECT ",,,4,,,,-21.101542,55.241513,No,AAAA,,RU_6,IM,"Tromelin and Reunion, France",190.0,70.0,0.0,0.0,1.0,8.26,8.26,8.26,0.0,2.0,2.94,0.94,8.26,,2016-04-01,8.26,,,5,8.26,2016-03-27,True,France_Reunion
28544,Indian Ocean,France (Indian Ocean),Saint Gilles,"NA, WP272",-21.097148,55.233146,1,4,2016,,1,,None,,None_(<1),0,0.005,<1%,In-situ,,"CORDIO database, Nicet JB, BECOMING PROJECT, Nicet JB, BECOMING PROJECT, Nicet JB, BECOMING PROJECT ",,,4,,,,-21.097148,55.233146,No,AAAA,,RU_10,IM,"Tromelin and Reunion, France",190.0,0.0,0.0,0.0,1.0,8.65,8.65,8.65,0.0,2.0,2.79,0.98,8.65,,2016-04-01,8.65,,,5,8.65,2016-03-27,True,France_Reunion
28585,Indian Ocean,Mauritius,Balaclava Bay Marine Park,"Lagoon, from public beach",-20.077636,57.509415,2,4,2016,,5,0-5m,Severe,,50%-90%,0,0.005,<1%,,,Patrick Harbeland:Unknown; submitted to Coral Reef Watch via CORDIO,,Bleaching severity based on report to NOAA Coral Reef Watch,5,,,,-20.077636,57.509415,No,AAA,,,,,,,,,,,,,,,,,,,2016-04-02,6.28,,,8,6.28,2016-03-25,True,Mauritius
28578,Pacific Ocean,Australia,NSW,Split_Sol_Island,-30.2391,153.1797,2,4,2016,,11.8,,Moderate,0.309,30.9,1,0.018,0.018,In-situ,,"John Pandolfi, Maria Gomez-Cabrera, Brigitte Sommer, Sun Kim, Carrie Sims, Maria Beger, Eugenia Sampayo, Nicole Marie Kyriacou; b.sommer@uq.edu.au, Steven Dalton, Steven Dalton sjdalts@gmail.com",,Percent mortality determined from coral counts recorded on observation data,4,,,,-30.2391,153.1797,No,AAAA,,AU_1666,AP,"Moreton Bay, Australia",96.0,,,0.0,1.0,4.35,4.35,4.35,0.0,1.0,0.0,1.18,4.35,,2016-04-02,4.350000000000001,,,19,4.350000000000001,2016-03-14,True,Australia_GBR
28577,Pacific Ocean,Australia,Townsville GBR,Orpheus Isl Little Pioneer Bay,-18.6015,146.48828,2,4,2016,,4,,Moderate,0.2553,25.53,0,0.006,0.006,In-situ,,"Australian Institute of Marine Science, Neal Cantin, N.Cantin@aims.gov.au ",,,4,,,,-18.6015,146.48828,No,AAAA,,AU_1726,AP,Central GBR,51.0,,,0.0,1.0,2.53,2.38,2.53,0.0,1.0,0.0,1.59,2.53,,2016-04-02,2.38,,,32,2.53,2016-03-01,True,Australia_GBR
28576,Pacific Ocean,Australia,Townsville GBR,Orpheus Isl Cattle Bay MMP,-18.569117,146.482317,2,4,2016,,2,,Moderate,0.2455,24.55,0,0.0,0,In-situ,,"Australian Institute of Marine Science, Neal Cantin, N.Cantin@aims.gov.au ",,,4,,,,-18.569117,146.482317,No,AAAA,,AU_1724,AP,Central GBR,51.0,,,0.0,1.0,2.69,2.54,2.69,0.0,1.0,0.0,1.74,2.69,,2016-04-02,2.54,,,31,2.69,2016-03-02,True,Australia_GBR
28574,Pacific Ocean,Australia,Townsville GBR,Orpheus Isl Cattle Bay MMP,-18.569067,146.482017,2,4,2016,,5,,Moderate,0.1928,19.28,0,0.003,0.003,In-situ,,"Australian Institute of Marine Science, Neal Cantin, N.Cantin@aims.gov.au ",,,4,,,,-18.569067,146.482017,No,AAAA,,AU_1725,AP,Central GBR,51.0,,,0.0,1.0,2.69,2.54,2.69,0.0,1.0,0.0,1.74,2.69,,2016-04-02,2.54,,,31,2.69,2016-03-02,True,Australia_GBR
28604,Indian Ocean,Mauritius,,Grand Gaube,-19.9974722,57.6703583,3,4,2016,,,,Moderate,,10%-50%,0,0.005,<1%,,,Celine/Emma:Reef Conservation; submitted to Coral Reef Watch via CORDIO,,Bleaching severity based on report to NOAA Coral Reef Watch,5,,,,-19.9974722,57.6703583,No,AAA,,,,,,,,,,,,,,,,,,,2016-04-03,8.44,,,5,8.44,2016-03-29,True,Mauritius
28603,Indian Ocean,Mauritius,,"Le_Morne,",-20.460684,57.307526,3,4,2016,,2,,Moderate,,Medium_(10-50),1,,Low_(1-10),In-situ,,"CORDIO database, Bacha_Gian_Suraj, Mauritius_Oceanography_Institute, Bacha_Gian_Suraj, Mauritius_Oceanography_Institute catherine@blueventures.org",,"Visibility:_Clear
COTs:_None
Diseases:_Few, Photos_not_sent",4,,,,-20.460684,57.307526,No,AAAA,,MU_45,IM,Southern Mauritius,167.0,30.0,5.5,0.0,1.0,8.0,8.0,8.0,0.0,2.0,0.33,1.87,8.0,,2016-04-03,8.0,,,7,8.0,2016-03-27,True,Mauritius
28599,Indian Ocean,France (Indian Ocean),St Leu,-,-21.164226,55.286335,3,4,2016,,,,Moderate,,10%-50%,0,0.005,<1%,,,Julien Wickel:MAREX; submitted to Coral Reef Watch via CORDIO,,Bleaching severity based on report to NOAA Coral Reef Watch,5,,,,-21.164226,55.286335,No,AAA,,,,,,,,,,,,,,,,,,,2016-04-03,7.73,,,7,7.73,2016-03-27,True,France_Reunion
28594,Pacific Ocean,Australia,NSW,NSI_Anemone_Bay,-29.92343,153.38803,3,4,2016,,9.4,,Moderate,0.495,49.5,1,0.052,0.052,In-situ,,"John Pandolfi, Maria Gomez-Cabrera, Brigitte Sommer, Sun Kim, Carrie Sims, Maria Beger, Eugenia Sampayo, Nicole Marie Kyriacou; b.sommer@uq.edu.au, Steven Dalton, Steven Dalton sjdalts@gmail.com",,Percent mortality determined from coral counts recorded on observation data,4,,,,-29.92343,153.38803,No,AAAA,,AU_1656,AP,"Moreton Bay, Australia",96.0,,,0.0,1.0,4.62,4.62,4.62,0.0,1.0,0.0,2.62,4.62,,2016-04-03,4.62,,,16,4.62,2016-03-18,True,Australia_GBR
28593,Pacific Ocean,Australia,Townsville GBR,Pelorus Island MMP 1,-18.540583,146.488767,3,4,2016,,2,,Moderate,0.1481,14.81,1,0.000208,0.0208,In-situ,,"Australian Institute of Marine Science, Neal Cantin, N.Cantin@aims.gov.au ",,,4,,,,-18.540583,146.488767,No,AAAA,,AU_1722,AP,Central GBR,51.0,,,0.0,1.0,2.68,2.53,2.68,0.0,1.0,0.0,2.03,2.68,,2016-04-03,2.53,,,32,2.68,2016-03-02,True,Australia_GBR
28592,Pacific Ocean,Australia,Townsville GBR,Pelorus Island MMP 1,-18.540583,146.48855,3,4,2016,,5,,Moderate,0.1304,13.04,1,0.000248,0.0248,In-situ,,"Australian Institute of Marine Science, Neal Cantin, N.Cantin@aims.gov.au ",,,4,,,,-18.540583,146.48855,No,AAAA,,AU_1723,AP,Central GBR,51.0,,,0.0,1.0,2.68,2.53,2.68,0.0,1.0,0.0,2.03,2.68,,2016-04-03,2.53,,,32,2.68,2016-03-02,True,Australia_GBR
28619,Indian Ocean,Seychelles,Aldabra Atoll,AMP05 - Anse Cedres,-9.37889,46.47946,4,4,2016,,,,Severe,,50%-90%,2,,,,,April J Burt:Seychelles Islands Foundation; submitted to Coral Reef Watch via CORDIO,,"Bleaching severity based on report to NOAA Coral Reef Watch; Coral taxa bleached: Astreopora, Favia, Favites",5,,,,-9.37889,46.47946,No,AAA,,,,,,,,,,,,,,,,,,,2016-04-04,5.71,,,1,5.88,2016-04-03,True,Seychelles
28620,Indian Ocean,Seychelles,Aldabra_Atoll,"AMP12, Takamaka",-9.45816,46.45343,4,4,2016,,,,Severe,,High_(50-90),0,0.005,<1%,In-situ,,"CORDIO database , April J Burt, Seychelles Islands Foundation,  aldabrascience@sif.sc, April_J_Burt, Seychelles_Islands_Foundation, April_J_Burt, Seychelles_Islands_Foundation ",,,4,,,,-9.45816,46.45343,No,AAAA,,SY_52,CA,Seychelles,147.0,70.0,0.0,0.0,1.0,5.63,5.44,5.63,0.0,2.0,0.33,1.8,5.63,,2016-04-04,5.44,,,2,5.63,2016-04-02,True,Seychelles
28617,Pacific Ocean,New Caledonia,Koné,LG2B,-20.97975,164.6407667,4,4,2016,,2,,None,0.0,0,0,0.0,0,In-situ,,"Tom HEINTZ, Antoine GILBERT, Tom HEINTZ, Tom HEINTZ tom.heintz@gmail.com","SOPRONER, Société Le Nickel, Koniambo Nickel, and ADECAL, New Caledonia",Major bleaching event of 2016,4,,,,-20.97975,164.6407667,No,AAAA,,NC_140,AP,Western New Caledonia,208.0,,,0.0,1.0,8.1,8.1,8.1,0.0,2.0,0.0,5.31,8.1,,2016-04-04,7.95,,,16,7.95,2016-03-19,True,New Caledonia
28613,Indian Ocean,Mauritius,,Mahebourg,-20.427965,57.73587,4,4,2016,,5,0-5m,Moderate,,10%-50%,0,0.005,<1%,,,Bacha Gian Suraj:Mauritius Oceanography Institute; submitted to Coral Reef Watch via CORDIO,,"Bleaching severity based on report to NOAA Coral Reef Watch; Coral taxa bleached: Acropora, Montipora",5,,,,-20.427965,57.73587,No,AAA,,,,,,,,,,,,,,,,,,,2016-04-04,10.88,,,6,10.88,2016-03-29,True,Mauritius
28612,Indian Ocean,Mauritius,,"Mahebourg,",-20.4266,57.73347,4,4,2016,,2.2,,Moderate,,10%-50%,0,0.005,<1%,In-situ,,"CORDIO database, Mauritius_Oceanography_Institute, Mauritius_Oceanography_Institute, Mauritius_Oceanography_Institute, Mauritius_Oceanography_Institute ",,Bleaching severity based on report to NOAA Coral Reef Watch,4,,,,-20.4266,57.73347,No,AAAA,,MU_47,IM,Southern Mauritius,167.0,30.0,0.0,0.0,1.0,10.88,10.88,10.88,0.0,2.0,0.15,0.91,10.88,,2016-04-04,10.88,,,6,10.88,2016-03-29,True,Mauritius
28608,Pacific Ocean,Australia,Townsville GBR,Pandora NW Slope,-18.81282,146.42716,4,4,2016,,4,,Moderate,0.3357,33.57,0,0.0,0,In-situ,,"Australian Institute of Marine Science, Neal Cantin, N.Cantin@aims.gov.au ",,,4,,,,-18.81282,146.42716,No,AAAA,,AU_1728,AP,Central GBR,51.0,,,0.0,1.0,4.05,4.05,4.05,0.0,1.0,0.0,2.25,4.05,,2016-04-04,4.05,,,32,4.05,2016-03-03,True,Australia_GBR
28607,Pacific Ocean,Australia,Townsville GBR,Pandora NW Slope,-18.81263,146.42703,4,4,2016,,6,,Moderate,0.297,29.7,0,0.0,0,In-situ,,"Australian Institute of Marine Science, Neal Cantin, N.Cantin@aims.gov.au ",,,4,,,,-18.81263,146.42703,No,AAAA,,AU_1729,AP,Central GBR,51.0,,,0.0,1.0,4.05,4.05,4.05,0.0,1.0,0.0,2.25,4.05,,2016-04-04,4.05,,,32,4.05,2016-03-03,True,Australia_GBR
28616,Pacific Ocean,New Caledonia,Koné,IRD37,-20.97398333,164.6385,4,4,2016,,4,,Mild,0.04,4,1,,,In-situ,,"Tom HEINTZ, Antoine GILBERT, Tom HEINTZ, Tom HEINTZ tom.heintz@gmail.com","SOPRONER, Société Le Nickel, Koniambo Nickel, and ADECAL, New Caledonia",Major bleaching event of 2016,4,,,,-20.97398333,164.6385,No,AAAA,,NC_139,AP,Western New Caledonia,208.0,,5.5,0.0,1.0,8.1,8.1,8.1,0.0,2.0,0.0,5.31,8.1,,2016-04-04,7.95,,,16,7.95,2016-03-19,True,New Caledonia
28639,Indian Ocean,Seychelles,Aldabra_Atoll,"AMP04, Passe_Hoareau",-9.370425,46.449327,5,4,2016,,,,Severe,,High_(50-90),2,,Medium_(10-50),In-situ,,"CORDIO database , April J Burt, Seychelles Islands Foundation,  aldabrascience@sif.sc, April_J_Burt, Seychelles_Islands_Foundation, April_J_Burt, Seychelles_Islands_Foundation ",,,4,,,,-9.370425,46.449327,No,AAAA,,SY_56,CA,Seychelles,147.0,70.0,30.0,0.0,1.0,5.94,5.9,5.94,0.0,2.0,0.45,1.73,5.94,,2016-04-05,5.9,,,2,5.94,2016-04-03,True,Seychelles
28638,Indian Ocean,Seychelles,Aldabra_Atoll,"AMP03, Malabar",-9.36527,46.3837,5,4,2016,,,,Severe,,High_(50-90),2,,Medium_(10-50),In-situ,,"CORDIO database , April J Burt, Seychelles Islands Foundation,  aldabrascience@sif.sc, April_J_Burt, Seychelles_Islands_Foundation, April_J_Burt, Seychelles_Islands_Foundation ",,,4,,,,-9.36527,46.3837,No,AAAA,,SY_55,CA,Seychelles,147.0,70.0,30.0,0.0,1.0,5.95,5.91,5.95,0.0,2.0,0.16,1.58,5.95,,2016-04-05,5.91,,,2,5.95,2016-04-03,True,Seychelles
28635,Pacific Ocean,New Caledonia,Koné,PO1,-20.93543333,164.6125667,5,4,2016,,3,,Mild,0.09,9,0,0.0,0,In-situ,,"Tom HEINTZ, Antoine GILBERT, Tom HEINTZ, Tom HEINTZ tom.heintz@gmail.com","SOPRONER, Société Le Nickel, Koniambo Nickel, and ADECAL, New Caledonia",Major bleaching event of 2016,4,,,,-20.93543333,164.6125667,No,AAAA,,NC_142,AP,Western New Caledonia,208.0,,,0.0,1.0,7.72,7.72,7.72,0.0,2.0,0.0,5.27,7.72,,2016-04-05,7.72,,,17,7.72,2016-03-19,True,New Caledonia
28634,Pacific Ocean,New Caledonia,Koné,IRD01,-20.98931667,164.6250833,5,4,2016,,2,,Mild,0.01,1,0,0.0,0,In-situ,,"Tom HEINTZ, Antoine GILBERT, Tom HEINTZ, Tom HEINTZ tom.heintz@gmail.com","SOPRONER, Société Le Nickel, Koniambo Nickel, and ADECAL, New Caledonia",Major bleaching event of 2016,4,,,,-20.98931667,164.6250833,No,AAAA,,NC_141,AP,Western New Caledonia,208.0,,,0.0,1.0,8.1,8.1,8.1,0.0,2.0,0.0,5.31,8.1,,2016-04-05,7.95,,,17,7.95,2016-03-19,True,New Caledonia
28629,Indian Ocean,Madagascar,SW Madagascar,Velondriake - Nosy Fasy ,-22.0668,43.18186667,5,4,2016,,,,Moderate,,10%-50%,1,,,,,Abigail Leadbeater:Blue Ventures; submitted to Coral Reef Watch via CORDIO,,Bleaching severity based on report to NOAA Coral Reef Watch,5,,,,-22.0668,43.18186667,No,AAA,,,,,,,,,,,,,,,,,,,2016-04-05,3.12,,,12,3.12,2016-03-24,True,Madagascar
28636,Pacific Ocean,New Caledonia,Koné,SOP2,-20.93939167,164.6070889,5,4,2016,,2,,None,0.0,0,0,0.0,0,In-situ,,"Tom HEINTZ, Antoine GILBERT, Tom HEINTZ, Tom HEINTZ tom.heintz@gmail.com","SOPRONER, Société Le Nickel, Koniambo Nickel, and ADECAL, New Caledonia",Major bleaching event of 2016,4,,,,-20.93939167,164.6070889,No,AAAA,,NC_143,AP,Western New Caledonia,208.0,,,0.0,1.0,7.72,7.72,7.72,0.0,2.0,0.0,5.27,7.72,,2016-04-05,7.72,,,17,7.72,2016-03-19,True,New Caledonia
28720,Pacific Ocean,Australia,Great Barrier Reef,"U/N Reef, 20-322",-20.57420349,150.7458649,6,4,2016,,,,Mild,,1-10,-1,,,Aerial survey,,"Terry Hughes, Terry Hughes, Terry Hughes terry.hughes@jcu.edu.au","Hughes, T. P., J. T. Kerry, and T. Simpson. 2018. Large-scale bleaching of corals on the Great Barrier Reef. Ecology 99:563",,4,,,,-20.57420349,150.7458649,No,AA,,AU_256,AP,Southern GBR,54.0,5.5,,0.0,1.0,1.16,1.16,1.16,0.0,1.0,0.0,0.45,1.16,,2016-04-06,1.16,,,47,1.16,2016-02-19,True,Australia_GBR
28721,Pacific Ocean,Australia,Great Barrier Reef,"Muirhead Reef, 20-187",-20.37828827,150.7524109,6,4,2016,,,,Mild,,1-10,-1,,,Aerial survey,,"Terry Hughes, Terry Hughes, Terry Hughes terry.hughes@jcu.edu.au","Hughes, T. P., J. T. Kerry, and T. Simpson. 2018. Large-scale bleaching of corals on the Great Barrier Reef. Ecology 99:558",,5,,,,-20.37828827,150.7524109,No,AA,,AU_251,AP,Southern GBR,54.0,5.5,,0.0,1.0,1.69,1.69,1.69,0.0,1.0,0.0,0.33,1.69,,2016-04-06,1.69,,,39,1.69,2016-02-27,True,Australia_GBR
28722,Pacific Ocean,Australia,Great Barrier Reef,"U/N Reef, 21-064",-21.05713272,150.7779846,6,4,2016,,,,Mild,,1-10,-1,,,Aerial survey,,"Terry Hughes, Terry Hughes, Terry Hughes terry.hughes@jcu.edu.au","Hughes, T. P., J. T. Kerry, and T. Simpson. 2018. Large-scale bleaching of corals on the Great Barrier Reef. Ecology 99:583",,4,,,,-21.05713272,150.7779846,No,AA,,AU_276,AP,Southern GBR,54.0,5.5,,0.0,1.0,0.77,0.77,0.77,0.0,1.0,0.0,1.13,0.77,,2016-04-06,0.77,,,47,0.77,2016-02-19,True,Australia_GBR
28723,Pacific Ocean,Australia,Great Barrier Reef,"Paul Reef, 21-086",-21.33171272,150.7849884,6,4,2016,,,,Mild,,1-10,-1,,,Aerial survey,,"Terry Hughes, Terry Hughes, Terry Hughes terry.hughes@jcu.edu.au","Hughes, T. P., J. T. Kerry, and T. Simpson. 2018. Large-scale bleaching of corals on the Great Barrier Reef. Ecology 99:586",,4,,,,-21.33171272,150.7849884,No,AA,,AU_279,AP,Southern GBR,54.0,5.5,,0.0,1.0,0.61,0.61,0.61,0.0,1.0,0.0,1.15,0.61,,2016-04-06,0.61,,,47,0.61,2016-02-19,True,Australia_GBR
28728,Pacific Ocean,Australia,Great Barrier Reef,"U/N Reef, 20-370b",-20.88191795,151.0578156,6,4,2016,,,,Mild,,1-10,-1,,,Aerial survey,,"Terry Hughes, Terry Hughes, Terry Hughes terry.hughes@jcu.edu.au","Hughes, T. P., J. T. Kerry, and T. Simpson. 2018. Large-scale bleaching of corals on the Great Barrier Reef. Ecology 99:573",,4,,,,-20.88191795,151.0578156,No,AA,,AU_266,AP,Southern GBR,54.0,5.5,,0.0,1.0,1.43,1.43,1.43,0.0,1.0,0.0,0.14,1.43,,2016-04-06,1.43,,,59,1.43,2016-02-07,True,Australia_GBR
28725,Pacific Ocean,Australia,Great Barrier Reef,"U/N Reef, 20-335",-20.67168617,150.873764,6,4,2016,,,,Mild,,1-10,-1,,,Aerial survey,,"Terry Hughes, Terry Hughes, Terry Hughes terry.hughes@jcu.edu.au","Hughes, T. P., J. T. Kerry, and T. Simpson. 2018. Large-scale bleaching of corals on the Great Barrier Reef. Ecology 99:566",,4,,,,-20.67168617,150.873764,No,AA,,AU_259,AP,Southern GBR,54.0,5.5,,0.0,1.0,0.92,0.92,0.92,0.0,1.0,0.0,0.3,0.92,,2016-04-06,0.92,,,47,0.92,2016-02-19,True,Australia_GBR
28726,Pacific Ocean,Australia,Great Barrier Reef,"U/N Reef, 20-339a",-20.7258606,150.8839722,6,4,2016,,,,Mild,,1-10,-1,,,Aerial survey,,"Terry Hughes, Terry Hughes, Terry Hughes terry.hughes@jcu.edu.au","Hughes, T. P., J. T. Kerry, and T. Simpson. 2018. Large-scale bleaching of corals on the Great Barrier Reef. Ecology 99:567",,4,,,,-20.7258606,150.8839722,No,AA,,AU_260,AP,Southern GBR,54.0,5.5,,0.0,1.0,0.9,0.9,0.9,0.0,1.0,0.0,0.3,0.9,,2016-04-06,0.9,,,47,0.9,2016-02-19,True,Australia_GBR
28727,Pacific Ocean,Australia,Great Barrier Reef,"U/N Reef, 20-339b",-20.70666695,150.9378357,6,4,2016,,,,Mild,,1-10,-1,,,Aerial survey,,"Terry Hughes, Terry Hughes, Terry Hughes terry.hughes@jcu.edu.au","Hughes, T. P., J. T. Kerry, and T. Simpson. 2018. Large-scale bleaching of corals on the Great Barrier Reef. Ecology 99:568",,4,,,,-20.70666695,150.9378357,No,AA,,AU_261,AP,Southern GBR,54.0,5.5,,0.0,1.0,1.39,1.39,1.39,0.0,1.0,0.0,0.44,1.39,,2016-04-06,1.39,,,47,1.39,2016-02-19,True,Australia_GBR
28719,Pacific Ocean,Australia,Great Barrier Reef,"U/N Reef, 20-317",-20.56340408,150.7232361,6,4,2016,,,,Mild,,1-10,-1,,,Aerial survey,,"Terry Hughes, Terry Hughes, Terry Hughes terry.hughes@jcu.edu.au","Hughes, T. P., J. T. Kerry, and T. Simpson. 2018. Large-scale bleaching of corals on the Great Barrier Reef. Ecology 99:562",,4,,,,-20.56340408,150.7232361,No,AA,,AU_255,AP,Southern GBR,54.0,5.5,,0.0,1.0,1.16,1.16,1.16,0.0,1.0,0.0,0.45,1.16,,2016-04-06,1.16,,,47,1.16,2016-02-19,True,Australia_GBR
28729,Pacific Ocean,Australia,Great Barrier Reef,"Rip Reef, 20-370a",-20.80563736,151.0679627,6,4,2016,,,,Mild,,1-10,-1,,,Aerial survey,,"Terry Hughes, Terry Hughes, Terry Hughes terry.hughes@jcu.edu.au","Hughes, T. P., J. T. Kerry, and T. Simpson. 2018. Large-scale bleaching of corals on the Great Barrier Reef. Ecology 99:572",,4,,,,-20.80563736,151.0679627,No,AA,,AU_265,AP,Southern GBR,54.0,5.5,,0.0,1.0,1.64,1.64,1.64,0.0,1.0,0.0,0.15,1.64,,2016-04-06,1.64,,,47,1.64,2016-02-19,True,Australia_GBR
28724,Pacific Ocean,Australia,Great Barrier Reef,"Molar Reef, 20-326",-20.62533188,150.8036041,6,4,2016,,,,Mild,,1-10,-1,,,Aerial survey,,"Terry Hughes, Terry Hughes, Terry Hughes terry.hughes@jcu.edu.au","Hughes, T. P., J. T. Kerry, and T. Simpson. 2018. Large-scale bleaching of corals on the Great Barrier Reef. Ecology 99:565",,4,,,,-20.62533188,150.8036041,No,AA,,AU_258,AP,Southern GBR,54.0,5.5,,0.0,1.0,0.9,0.9,0.9,0.0,1.0,0.0,0.3,0.9,,2016-04-06,0.9,,,47,0.9,2016-02-19,True,Australia_GBR
28718,Pacific Ocean,Australia,Great Barrier Reef,"U/N Reef, 20-194b",-20.40675163,150.722229,6,4,2016,,,,Mild,,1-10,-1,,,Aerial survey,,"Terry Hughes, Terry Hughes, Terry Hughes terry.hughes@jcu.edu.au","Hughes, T. P., J. T. Kerry, and T. Simpson. 2018. Large-scale bleaching of corals on the Great Barrier Reef. Ecology 99:560",,4,,,,-20.40675163,150.722229,No,AA,,AU_253,AP,Southern GBR,54.0,5.5,,0.0,1.0,1.35,1.35,1.35,0.0,1.0,0.0,0.32,1.35,,2016-04-06,1.35,,,47,1.35,2016-02-19,True,Australia_GBR
